ENSG00000000003 TSPAN6
ENSG00000213940 AC026477.1
ENSG00000213942 AC005840.1
ENSG00000213943 KRT18P17
ENSG00000213946 DNAJB1P1
ENSG00000213949 ITGA1
ENSG00000213950 RPS10P2
ENSG00000213954 ATP5PDP3
ENSG00000213956 AC112187.1
ENSG00000213958 KRT18P29
ENSG00000213959 AL035419.1
ENSG00000213962 API5P2
ENSG00000213963 AC019080.1
ENSG00000213964 CHCHD4P4
ENSG00000213965 NUDT19
ENSG00000213967 ZNF726
ENSG00000213970 AC006122.1
ENSG00000213972 AL024509.1
ENSG00000213973 ZNF99
ENSG00000213976 AC010615.1
ENSG00000213977 TAX1BP3
ENSG00000213979 RPL7AP14
ENSG00000213983 AP1G2
ENSG00000213985 AC078899.1
ENSG00000213987 AC093151.1
ENSG00000213988 ZNF90
ENSG00000213994 AL157395.1
ENSG00000213995 NAXD
ENSG00000213996 TM6SF2
ENSG00000213997 PGAM1P7
ENSG00000214003 ATP5PBP3
ENSG00000214009 PCNAP3
ENSG00000214012 KRT18P38
ENSG00000214013 GANC
ENSG00000214016 RPSAP61
ENSG00000214018 RRM2P3
ENSG00000214019 AL034370.1
ENSG00000214021 TTLL3
ENSG00000214022 REPIN1
ENSG00000214024 RPL23AP29
ENSG00000214026 MRPL23
ENSG00000214027 ARPC3P5
ENSG00000214029 ZNF891
ENSG00000214035 AC073310.1
ENSG00000214039 LINC02418
ENSG00000214043 LINC02347
ENSG00000214045 AC091807.1
ENSG00000214046 SMIM7
ENSG00000214047 RPS11P7
ENSG00000214049 UCA1
ENSG00000214050 FBXO16
ENSG00000214063 TSPAN4
ENSG00000214067 AL360182.1
ENSG00000214071 BX842568.1
ENSG00000214073 RPL21P17
ENSG00000214074 RPL23AP39
ENSG00000214076 CPSF1P1
ENSG00000214077 GNAQP1
ENSG00000214078 CPNE1
ENSG00000214087 ARL16
ENSG00000214089 RPL9P21
ENSG00000214093 AL096701.1
ENSG00000214097 SMCO1
ENSG00000214100 PLAC9P1
ENSG00000214102 WEE2
ENSG00000214106 PAXIP1-AS2
ENSG00000214108 TPT1P5
ENSG00000214110 LDHAP4
ENSG00000214111 AC002504.1
ENSG00000214113 LYRM4
ENSG00000214114 MYCBP
ENSG00000214121 PRDX1P1
ENSG00000214125 AC005005.1
ENSG00000214128 TMEM213
ENSG00000214132 AC094103.1
ENSG00000214135 AC132008.2
ENSG00000214140 PRCD
ENSG00000214142 RPL7P60
ENSG00000214144 AL390728.1
ENSG00000214145 LINC00887
ENSG00000214147 AC092952.1
ENSG00000214160 ALG3
ENSG00000214174 AMZ2P1
ENSG00000214176 PLEKHM1P1
ENSG00000214178 PPIAP23
ENSG00000214182 PTMAP5
ENSG00000214184 GCC2-AS1
ENSG00000214185 XPOTP1
ENSG00000214188 ST7-OT4
ENSG00000214189 ZNF788
ENSG00000214192 UBE2V1P2
ENSG00000214193 SH3D21
ENSG00000214194 SMIM30
ENSG00000214195 HMGN2P31
ENSG00000214198 TTC41P
ENSG00000214199 EEF1A1P12
ENSG00000214200 TPM3P2
ENSG00000214203 RPS4XP1
ENSG00000214204 HNRNPA1P43
ENSG00000214207 KRT18P10
ENSG00000214210 AC084017.1
ENSG00000214211 CTAGE14P
ENSG00000214212 C19orf38
ENSG00000214222 TUBBP2
ENSG00000214223 HNRNPA1P10
ENSG00000214226 C17orf67
ENSG00000214244 SETP21
ENSG00000214248 AC010336.1
ENSG00000214249 CTAGE11P
ENSG00000214253 FIS1
ENSG00000214255 RPS2P6
ENSG00000214259 AC018695.1
ENSG00000214262 ANKRD36BP1
ENSG00000214263 RPSAP53
ENSG00000214264 KCTD9P4
ENSG00000214269 LGMNP1
ENSG00000214273 AGGF1P1
ENSG00000214274 ANG
ENSG00000214278 AC010442.2
ENSG00000214279 SCART1
ENSG00000214280 AC046134.1
ENSG00000214281 HMGN2P39
ENSG00000214283 RAD51AP1P1
ENSG00000214286 PDCL3P3
ENSG00000214289 RPL39P5
ENSG00000214290 COLCA2
ENSG00000214293 APTR
ENSG00000214297 ALDOAP2
ENSG00000214298 MRPS21P6
ENSG00000214300 SPDYE3
ENSG00000214309 MBLAC1
ENSG00000214313 AZGP1P1
ENSG00000214318 ATP5MC1P6
ENSG00000214322 CBX1P2
ENSG00000214329 SLC9B1P2
ENSG00000214331 AC009053.1
ENSG00000214335 CTAGE16P
ENSG00000214336 FOXI3
ENSG00000214344 OR4F13P
ENSG00000214351 OR1X5P
ENSG00000214353 VAC14-AS1
ENSG00000214354 AC133644.1
ENSG00000214357 NEURL1B
ENSG00000214359 RPL18P10
ENSG00000214360 EFCAB9
ENSG00000214362 RPS3AP36
ENSG00000214366 EIF4EP5
ENSG00000214367 HAUS3
ENSG00000214374 RPLP2P1
ENSG00000214376 VSTM5
ENSG00000214380 AC068781.1
ENSG00000214381 LINC00488
ENSG00000214389 RPS3AP26
ENSG00000214391 TUBAP2
ENSG00000214401 KANSL1-AS1
ENSG00000214402 LCNL1
ENSG00000214405 RAP1BP2
ENSG00000214413 BBIP1
ENSG00000214417 KRT18P13
ENSG00000214424 FAM149B1P1
ENSG00000214425 LRRC37A4P
ENSG00000214428 NPM1P10
ENSG00000214432 VPS33B-DT
ENSG00000214433 GOLGA2P8
ENSG00000214434 NIFKP1
ENSG00000214435 AS3MT
ENSG00000214439 FAM185BP
ENSG00000214455 RCN1P2
ENSG00000214456 PLIN5
ENSG00000214457 RPL7P29
ENSG00000214460 TPT1P6
ENSG00000214465 SMARCE1P6
ENSG00000214484 RPSAP28
ENSG00000214485 RPL7P1
ENSG00000214487 OR7E148P
ENSG00000214491 SEC14L6
ENSG00000214510 SPINK13
ENSG00000214511 HIGD1C
ENSG00000214513 NOTO
ENSG00000214514 KRT42P
ENSG00000214517 PPME1
ENSG00000214526 AP000343.1
ENSG00000214530 STARD10
ENSG00000214533 KRT18P33
ENSG00000214534 ZNF705E
ENSG00000214535 RPS15AP1
ENSG00000214541 RPS4XP3
ENSG00000214544 GTF2IRD2P1
ENSG00000214546 AC087491.1
ENSG00000214548 MEG3
ENSG00000214549 SDHCP2
ENSG00000214552 COPS8P2
ENSG00000214553 LRRC37A11P
ENSG00000214558 AL365217.1
ENSG00000214559 AC019077.1
ENSG00000214560 RPL21P41
ENSG00000214561 RBBP4P4
ENSG00000214563 GAPDHP15
ENSG00000214575 CPEB1
ENSG00000214578 HMGN2P15
ENSG00000214581 ZNF971P
ENSG00000214584 PGGT1BP2
ENSG00000214593 AL354710.1
ENSG00000214595 EML6
ENSG00000214604 NPM1P36
ENSG00000214612 RPS19P1
ENSG00000214614 AC142086.1
ENSG00000214617 SLC6A10P
ENSG00000214626 POLR3DP1
ENSG00000214629 RPSAP6
ENSG00000214641 AL445529.1
ENSG00000214646 AC104758.1
ENSG00000214652 ZNF727
ENSG00000214653 HNRNPA3P3
ENSG00000214654 B3GNT10
ENSG00000214655 ZSWIM8
ENSG00000214657 AC113608.1
ENSG00000214671 RPL6P12
ENSG00000214676 RPL9P16
ENSG00000214684 AC003045.1
ENSG00000214688 C10orf105
ENSG00000214691 LINC01913
ENSG00000214694 ARHGEF33
ENSG00000214700 C12orf71
ENSG00000214706 IFRD2
ENSG00000214708 AC116407.1
ENSG00000214711 CAPN14
ENSG00000214717 ZBED1
ENSG00000214719 AC005562.1
ENSG00000214720 KRT18P49
ENSG00000214727 RPL5P35
ENSG00000214743 MRPS5P3
ENSG00000214745 AL391419.1
ENSG00000214748 AL355309.1
ENSG00000214753 HNRNPUL2
ENSG00000214756 CSKMT
ENSG00000214760 RPL21P1
ENSG00000214761 HNRNPA1P15
ENSG00000214765 SEPT7P2
ENSG00000214770 AL161756.1
ENSG00000214772 AC010168.1
ENSG00000214773 AC112512.1
ENSG00000214776 AC092821.1
ENSG00000214783 POLR2J4
ENSG00000214784 AC010468.1
ENSG00000214787 MS4A4E
ENSG00000214794 KRT18P42
ENSG00000214796 AC098934.1
ENSG00000214797 AP002358.1
ENSG00000214803 AC090921.1
ENSG00000214807 NPM1P31
ENSG00000214810 CYCSP55
ENSG00000214812 AL137792.1
ENSG00000214814 FER1L6
ENSG00000214820 MPRIPP1
ENSG00000214821 HMGB1P4
ENSG00000214826 DDX12P
ENSG00000214827 MTCP1
ENSG00000214832 UPF3AP2
ENSG00000214835 RPL23AP6
ENSG00000214837 LINC01347
ENSG00000214842 RAD51AP2
ENSG00000214846 AC114744.1
ENSG00000214851 LINC00612
ENSG00000214853 PPIAP79
ENSG00000214855 APOC1P1
ENSG00000214856 KRT16P1
ENSG00000214857 SEM1P1
ENSG00000214860 EVPLL
ENSG00000214866 DCDC2C
ENSG00000214867 SRSF9P1
ENSG00000214869 TPM3P4
ENSG00000214870 AC004540.1
ENSG00000214875 MED28P1
ENSG00000214878 RPL5P31
ENSG00000214881 TMEM14DP
ENSG00000214883 AC024405.1
ENSG00000214886 FAM177A1P1
ENSG00000214889 RPS9P1
ENSG00000214890 AC020937.1
ENSG00000214892 USP8P1
ENSG00000214894 LINC00243
ENSG00000214896 RPSAP55
ENSG00000214897 PNMA6E
ENSG00000214900 LINC01588
ENSG00000214903 RPS15AP3
ENSG00000214904 DUTP8
ENSG00000214908 AL353678.1
ENSG00000214914 RPL23AP3
ENSG00000214915 BX546450.1
ENSG00000214917 AC011825.1
ENSG00000214919 AC104472.1
ENSG00000214922 HLA-F-AS1
ENSG00000214925 AC234778.1
ENSG00000214929 SPATA31D1
ENSG00000214940 NPIPA8
ENSG00000214941 ZSWIM7
ENSG00000214942 AC008448.1
ENSG00000214944 ARHGEF28
ENSG00000214946 TBC1D26
ENSG00000214954 LRRC69
ENSG00000214955 AP000317.1
ENSG00000214960 ISPD
ENSG00000214961 FO393409.1
ENSG00000214970 AC005323.1
ENSG00000214973 CHCHD3P3
ENSG00000214975 PPIAP29
ENSG00000214976 VDAC2P1
ENSG00000214988 RPL7AP26
ENSG00000214992 AKAP17BP
ENSG00000214998 CCNB2P1
ENSG00000214999 AC129492.1
ENSG00000215000 AL034403.1
ENSG00000215002 RPL23AP59
ENSG00000215003 RPL15P20
ENSG00000215004 MESTP4
ENSG00000215005 HSPD1P7
ENSG00000215006 CHCHD2P2
ENSG00000215007 DNAJA1P3
ENSG00000215009 ACSM4
ENSG00000215012 RTL10
ENSG00000215014 AL645728.1
ENSG00000215016 RPL24P7
ENSG00000215018 COL28A1
ENSG00000215021 PHB2
ENSG00000215022 AL008729.1
ENSG00000215023 AC131097.1
ENSG00000215030 RPL13P12
ENSG00000215032 GNL3LP1
ENSG00000215034 DSTNP4
ENSG00000215035 FDPSP5
ENSG00000215039 CD27-AS1
ENSG00000215041 NEURL4
ENSG00000215045 GRID2IP
ENSG00000215049 PRDX2P1
ENSG00000215054 HNRNPCP10
ENSG00000215057 PKMP5
ENSG00000215063 RPL21P2
ENSG00000215065 DUSP8P4
ENSG00000215067 ALOX12-AS1
ENSG00000215068 AC025171.2
ENSG00000215070 XRCC6P5
ENSG00000215085 AL365400.1
ENSG00000215086 NPM1P24
ENSG00000215088 RPS5P3
ENSG00000215089 KRT18P11
ENSG00000215093 EEF1A1P29
ENSG00000215096 IFITM8P
ENSG00000215097 DUSP8P3
ENSG00000215102 TERF1P4
ENSG00000215105 TTC3P1
ENSG00000215110 UGT2B25P
ENSG00000215114 UBXN2B
ENSG00000215117 LINC00588
ENSG00000215120 AL590763.1
ENSG00000215126 CBWD6
ENSG00000215127 SYT14P1
ENSG00000215146 BX322639.1
ENSG00000215148 PRSS41
ENSG00000215149 KRT18P32
ENSG00000215151 ABCD1P2
ENSG00000215154 AC141586.1
ENSG00000215156 AC138409.1
ENSG00000215158 AC138409.2
ENSG00000215159 AC025262.1
ENSG00000215160 OR7E122P
ENSG00000215162 LINC00269
ENSG00000215168 AL139276.1
ENSG00000215174 NLRP2B
ENSG00000215179 MAPK6PS4
ENSG00000215182 MUC5AC
ENSG00000215183 MSMP
ENSG00000215184 RPS12P16
ENSG00000215186 GOLGA6B
ENSG00000215187 FAM166B
ENSG00000215190 LINC00680
ENSG00000215193 PEX26
ENSG00000215196 BASP1-AS1
ENSG00000215197 PGAM4P1
ENSG00000215198 AL353795.1
ENSG00000215199 YWHAZP6
ENSG00000215203 GRXCR1
ENSG00000215208 KRT18P60
ENSG00000215210 RBMXP2
ENSG00000215217 C5orf49
ENSG00000215218 UBE2QL1
ENSG00000215221 UBA52P6
ENSG00000215223 CYP51A1P3
ENSG00000215231 LINC01020
ENSG00000215236 RPL7P33
ENSG00000215237 AL592293.1
ENSG00000215241 LINC02449
ENSG00000215244 AL137145.2
ENSG00000215246 AC116351.1
ENSG00000215251 FASTKD5
ENSG00000215252 GOLGA8B
ENSG00000215256 DHRS4-AS1
ENSG00000215262 KCNU1
ENSG00000215263 AC025750.1
ENSG00000215264 RPL10AP3
ENSG00000215267 AKR1C7P
ENSG00000215268 AP000533.2
ENSG00000215270 AP000523.1
ENSG00000215271 HOMEZ
ENSG00000215274 GAGE10
ENSG00000215277 RNF212B
ENSG00000215278 RPS7P6
ENSG00000215283 HMGB3P24
ENSG00000215284 AL512633.1
ENSG00000215286 AL031584.1
ENSG00000215297 AL354941.1
ENSG00000215301 DDX3X
ENSG00000215302 AC127502.1
ENSG00000215305 VPS16
ENSG00000215310 AL050305.1
ENSG00000215311 NPM1P12
ENSG00000215313 RPL6P30
ENSG00000215319 EIF5P1
ENSG00000215325 ASS1P10
ENSG00000215326 GPX1P2
ENSG00000215333 KRT18P23
ENSG00000215347 SLC25A5P1
ENSG00000215349 MRPL3P1
ENSG00000215351 PPIAP1
ENSG00000215354 FAM90A24P
ENSG00000215367 TMED11P
ENSG00000215369 RPL37P3
ENSG00000215374 FAM66B
ENSG00000215375 MYL5
ENSG00000215380 AC090625.1
ENSG00000215381 AL109936.1
ENSG00000215386 MIR99AHG
ENSG00000215388 ACTG1P3
ENSG00000215397 SCRT2
ENSG00000215399 HMGB3P7
ENSG00000215403 Z82180.1
ENSG00000215414 PSMA6P1
ENSG00000215417 MIR17HG
ENSG00000215421 ZNF407
ENSG00000215424 MCM3AP-AS1
ENSG00000215440 NPEPL1
ENSG00000215441 CTAGE12P
ENSG00000215444 AL138807.1
ENSG00000215450 AL022342.1
ENSG00000215452 ZNF663P
ENSG00000215457 RPS8P3
ENSG00000215458 AATBC
ENSG00000215464 AP000354.1
ENSG00000215467 RPL27AP
ENSG00000215474 SKOR2
ENSG00000215475 SIAH3
ENSG00000215478 CES5AP1
ENSG00000215480 OR7E37P
ENSG00000215481 BCRP3
ENSG00000215482 CALM2P3
ENSG00000215483 LINC00598
ENSG00000215486 ARL2BPP3
ENSG00000215492 HNRNPA1P7
ENSG00000215493 AC007731.2
ENSG00000215506 TPTE2P4
ENSG00000215515 IFIT1P1
ENSG00000215520 RPS4XP4
ENSG00000215529 EFCAB8
ENSG00000215533 LINC00189
ENSG00000215546 DKKL1P1
ENSG00000215548 FRG1JP
ENSG00000215553 KRT18P3
ENSG00000215559 ANKRD20A11P
ENSG00000215571 GRK6P1
ENSG00000215580 BCORP1
ENSG00000215586 AL031679.1
ENSG00000215595 C20orf202
ENSG00000215603 ZNF92P1Y
ENSG00000215604 ZNF962P
ENSG00000215606 KRT18P35
ENSG00000215612 HMX1
ENSG00000215630 GUSBP9
ENSG00000215644 GCGR
ENSG00000215712 TMEM242
ENSG00000215717 TMEM167B
ENSG00000215720 AL035405.1
ENSG00000215734 MRPL20P1
ENSG00000215769 ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000215771 LRRC37A14P
ENSG00000215784 FAM72D
ENSG00000215788 TNFRSF25
ENSG00000215790 SLC35E2
ENSG00000215796 AL512637.1
ENSG00000215800 RSL24D1P4
ENSG00000215802 RFKP1
ENSG00000215805 AL356361.1
ENSG00000215807 KRT18P65
ENSG00000215808 LINC01139
ENSG00000215811 BTNL10
ENSG00000215817 ZC3H11B
ENSG00000215819 KRT18P12
ENSG00000215833 QRSL1P1
ENSG00000215834 FMO9P
ENSG00000215835 AL596087.1
ENSG00000215838 AL451074.1
ENSG00000215840 AL592295.1
ENSG00000215845 TSTD1
ENSG00000215853 RPTN
ENSG00000215859 AC239803.1
ENSG00000215861 AC245297.1
ENSG00000215864 NBPF7
ENSG00000215866 LINC01356
ENSG00000215867 KRT18P57
ENSG00000215869 AC092506.1
ENSG00000215873 FEN1P1
ENSG00000215875 ST13P20
ENSG00000215878 MARCKSL1P2
ENSG00000215883 CYB5RL
ENSG00000215887 ZNF859P
ENSG00000215893 RPL23AP17
ENSG00000215895 AL354702.1
ENSG00000215899 AC209007.1
ENSG00000215900 SELENOWP1
ENSG00000215905 AL590609.1
ENSG00000215906 LACTBL1
ENSG00000215908 CROCCP2
ENSG00000215909 BRWD1P1
ENSG00000215910 C1orf167
ENSG00000215912 TTC34
ENSG00000215914 MMP23A
ENSG00000215915 ATAD3C
ENSG00000215957 MIR300
ENSG00000215966 MIR876
ENSG00000216001 MIR450B
ENSG00000216035 MIR938
ENSG00000216285 AC078819.1
ENSG00000216306 KRT19P2
ENSG00000216316 AL022722.1
ENSG00000216331 HIST1H1PS1
ENSG00000216347 RPL10P10
ENSG00000216359 AL139039.1
ENSG00000216364 MRPL42P2
ENSG00000216365 RPL37P15
ENSG00000216368 AL136226.1
ENSG00000216412 RPL12P2
ENSG00000216436 HIST1H2APS1
ENSG00000216439 DUTP5
ENSG00000216471 RPSAP43
ENSG00000216475 AL024474.1
ENSG00000216480 AL078604.1
ENSG00000216519 AL023284.1
ENSG00000216548 AL357084.1
ENSG00000216588 IGSF23
ENSG00000216613 AL023284.2
ENSG00000216616 AL356421.1
ENSG00000216621 AL583835.2
ENSG00000216624 GAPDHP72
ENSG00000216636 RPL7P25
ENSG00000216639 AL133406.1
ENSG00000216642 AL136116.1
ENSG00000216657 GLRX3P2
ENSG00000216663 AL365214.1
ENSG00000216676 AL031229.1
ENSG00000216687 AL390237.1
ENSG00000216718 AL024509.2
ENSG00000216721 AC093850.1
ENSG00000216740 ANXA2P3
ENSG00000216754 AL050335.1
ENSG00000216762 VN1R13P
ENSG00000216775 AL109918.1
ENSG00000216781 AL138885.1
ENSG00000216802 AL590617.1
ENSG00000216809 AL589993.1
ENSG00000216811 AL035698.1
ENSG00000216813 AL358178.1
ENSG00000216824 ZNF736P10Y
ENSG00000216854 RPL17P26
ENSG00000216863 LY86-AS1
ENSG00000216866 RPS2P55
ENSG00000216867 RPL22P12
ENSG00000216895 AC009403.1
ENSG00000216901 ZNF603P
ENSG00000216902 AL122016.1
ENSG00000216904 SOCS5P5
ENSG00000216915 GPR89P
ENSG00000216917 AC005587.1
ENSG00000216921 AC131097.2
ENSG00000216937 CCDC7
ENSG00000216938 RPL7P58
ENSG00000216977 RPL21P65
ENSG00000216990 HSPD1P10
ENSG00000216998 CYP2AC1P
ENSG00000217004 Z97832.1
ENSG00000217026 RPL10P1
ENSG00000217027 TPT1P4
ENSG00000217030 AL359643.1
ENSG00000217041 AL512430.2
ENSG00000217044 MTCO3P31
ENSG00000217060 AL135903.1
ENSG00000217067 AL355375.1
ENSG00000217078 AL021407.1
ENSG00000217085 HMGB3P19
ENSG00000217089 RPS29P13
ENSG00000217094 PPIAP31
ENSG00000217120 Z98755.1
ENSG00000217128 FNIP1
ENSG00000217130 AL139100.1
ENSG00000217139 AL603865.1
ENSG00000217159 LARP1P1
ENSG00000217160 MTCO2P31
ENSG00000217165 ANKRD18EP
ENSG00000217181 AL139039.2
ENSG00000217195 AL513475.1
ENSG00000217227 AL079341.1
ENSG00000217231 AL109755.1
ENSG00000217236 SP9
ENSG00000217239 AL136968.2
ENSG00000217241 CBX3P9
ENSG00000217258 AC007249.1
ENSG00000217268 TXNP7
ENSG00000217272 AL049545.1
ENSG00000217275 AL031777.1
ENSG00000217289 AC079776.1
ENSG00000217314 UQCRFS1P3
ENSG00000217325 PRELID1P1
ENSG00000217327 RPS7P5
ENSG00000217334 AL355615.1
ENSG00000217377 AK4P5
ENSG00000217379 AL589647.1
ENSG00000217385 PSMC1P11
ENSG00000217404 RPS4XP9
ENSG00000217414 DDX18P3
ENSG00000217416 ISCA1P1
ENSG00000217442 SYCE3
ENSG00000217455 AC073316.1
ENSG00000217482 HMGB1P17
ENSG00000217483 FO393414.2
ENSG00000217495 AL136116.2
ENSG00000217512 AL356776.1
ENSG00000217514 AL031121.1
ENSG00000217527 RPS16P5
ENSG00000217539 IQCB2P
ENSG00000217555 CKLF
ENSG00000217557 AL590286.1
ENSG00000217612 AL031119.1
ENSG00000217624 AL627402.1
ENSG00000217643 PTGES3P2
ENSG00000217644 AL355864.1
ENSG00000217648 AL136116.3
ENSG00000217680 UBE2V1P15
ENSG00000217684 RPS3AP24
ENSG00000217702 AC073263.1
ENSG00000217716 RPS10P3
ENSG00000217718 NDUFB4P4
ENSG00000217733 CCT7P1
ENSG00000217769 AL157777.1
ENSG00000217776 AL138827.1
ENSG00000217783 LDHAL6FP
ENSG00000217786 AL355379.1
ENSG00000217791 ASS1P9
ENSG00000217801 AL390719.1
ENSG00000217805 AL590084.1
ENSG00000217811 HNRNPDP2
ENSG00000217824 SNRPEP6
ENSG00000217825 AC099552.1
ENSG00000217835 AL034397.1
ENSG00000217889 KRT18P48
ENSG00000217897 HSPE1P8
ENSG00000217930 PAM16
ENSG00000217950 NOC2LP2
ENSG00000218014 KRT19P1
ENSG00000218018 AL109955.1
ENSG00000218020 THAP12P5
ENSG00000218027 AL512329.1
ENSG00000218048 AL121949.1
ENSG00000218049 RPL31P33
ENSG00000218052 ADAMTS7P4
ENSG00000218069 RSL24D1P1
ENSG00000218107 AL136131.1
ENSG00000218109 KIRREL3-AS3
ENSG00000218153 KRT18P22
ENSG00000218175 AC016739.1
ENSG00000218180 SLC25A5P7
ENSG00000218198 RPS20P32
ENSG00000218208 RPS27AP11
ENSG00000218213 FTH1P26
ENSG00000218226 TATDN2P2
ENSG00000218227 AC136632.1
ENSG00000218233 NEPNP
ENSG00000218261 AL591034.1
ENSG00000218265 RPS4XP7
ENSG00000218274 AL121949.2
ENSG00000218283 MORF4L1P1
ENSG00000218300 RPL22P14
ENSG00000218305 CDC14C
ENSG00000218313 AL139274.1
ENSG00000218336 TENM3
ENSG00000218337 AL589994.1
ENSG00000218347 HNRNPA1P1
ENSG00000218350 LYPLA1P3
ENSG00000218357 LINC01644
ENSG00000218358 RAET1K
ENSG00000218363 SLC25A20P1
ENSG00000218410 AC012078.1
ENSG00000218416 AC110619.1
ENSG00000218418 AL591135.1
ENSG00000218426 AL590867.2
ENSG00000218428 NIP7P3
ENSG00000218454 HNRNPA1P19
ENSG00000218459 RPS27P15
ENSG00000218472 AL590004.2
ENSG00000218475 ACTG1P18
ENSG00000218476 AL591416.1
ENSG00000218502 H2AFZP3
ENSG00000218510 LINC00339
ENSG00000218512 SPTLC1P2
ENSG00000218521 AL589655.1
ENSG00000218537 MIF-AS1
ENSG00000218561 AL353133.1
ENSG00000218565 AL592429.1
ENSG00000218574 HNRNPA1P37
ENSG00000218577 AL035696.2
ENSG00000218582 GAPDHP63
ENSG00000218586 AC006971.1
ENSG00000218596 AL162578.1
ENSG00000218631 AL117344.1
ENSG00000218632 RPL7P28
ENSG00000218643 RPL5P20
ENSG00000218676 BRD7P4
ENSG00000218682 AC064847.1
ENSG00000218689 RPL5P21
ENSG00000218690 HIST1H2APS4
ENSG00000218713 AL512378.1
ENSG00000218716 RPL12P23
ENSG00000218728 KRT18P44
ENSG00000218730 AL117342.1
ENSG00000218739 CEBPZOS
ENSG00000218748 DBIP1
ENSG00000218749 AL033519.1
ENSG00000218754 RPL18AP8
ENSG00000218757 AL121952.1
ENSG00000218766 AL450338.1
ENSG00000218772 FAM8A6P
ENSG00000218792 HSPD1P16
ENSG00000218803 GSTM2P1
ENSG00000218806 AL133264.1
ENSG00000218819 TDRD15
ENSG00000218823 PAPOLB
ENSG00000218868 CNN3P1
ENSG00000218872 AL445189.1
ENSG00000218890 NUFIP1P
ENSG00000218891 ZNF579
ENSG00000218902 PTMAP3
ENSG00000218976 AL138725.1
ENSG00000218980 FTH1P15
ENSG00000218996 ARL4AP5
ENSG00000219023 AL033519.2
ENSG00000219027 RPS3AP2
ENSG00000219039 AC005102.1
ENSG00000219061 TRIM51FP
ENSG00000219085 NPM1P37
ENSG00000219088 Z97206.1
ENSG00000219095 DHFRP6
ENSG00000219102 HNRNPA3P12
ENSG00000219133 AL592114.1
ENSG00000219135 RPL23AP48
ENSG00000219146 RPS4XP8
ENSG00000219149 PPIAP87
ENSG00000219150 AL603914.1
ENSG00000219159 AC011298.1
ENSG00000219163 HMGB1P20
ENSG00000219186 FTH1P19
ENSG00000219190 AL353133.2
ENSG00000219200 RNASEK
ENSG00000219201 AC138392.1
ENSG00000219222 RPL12P47
ENSG00000219253 RPS6P7
ENSG00000219257 NPM1P38
ENSG00000219273 AL035555.1
ENSG00000219274 RPS20P2
ENSG00000219280 VN1R8P
ENSG00000219294 PIP5K1P1
ENSG00000219298 AL355497.1
ENSG00000219302 AL451046.1
ENSG00000219329 AL357515.1
ENSG00000219355 RPL31P52
ENSG00000219368 ZNF299P
ENSG00000219375 AL139095.1
ENSG00000219391 AC019129.1
ENSG00000219392 ZNF602P
ENSG00000219395 HSPA8P15
ENSG00000219404 AL359694.1
ENSG00000219409 AL590704.1
ENSG00000219410 AC125494.1
ENSG00000219433 BTBD10P2
ENSG00000219438 FAM19A5
ENSG00000219445 AC019155.2
ENSG00000219451 RPL23P8
ENSG00000219463 RPSAP42
ENSG00000219470 AL355802.1
ENSG00000219481 NBPF1
ENSG00000219487 AL603766.1
ENSG00000219491 TPT1P8
ENSG00000219492 AC116655.1
ENSG00000219507 FTH1P8
ENSG00000219529 AP000580.1
ENSG00000219532 SELENOKP2
ENSG00000219545 UMAD1
ENSG00000219547 RPL17P25
ENSG00000219553 AL031133.1
ENSG00000219559 AL512430.3
ENSG00000219565 ZNF259P1
ENSG00000219575 AL035467.1
ENSG00000219582 HNRNPA1P58
ENSG00000219607 PPP1R3G
ENSG00000219619 AL606845.1
ENSG00000219622 AL451061.1
ENSG00000219626 FAM228B
ENSG00000219642 BMPR1APS1
ENSG00000219665 ZNF433-AS1
ENSG00000219682 AL133268.1
ENSG00000219699 AL356432.2
ENSG00000219700 PTCHD3P3
ENSG00000219702 AL078599.1
ENSG00000219703 RAP1BP3
ENSG00000219712 AL357054.1
ENSG00000219747 AL133260.1
ENSG00000219755 AL137784.1
ENSG00000219758 FO393415.2
ENSG00000219773 RPSAP45
ENSG00000219776 RPL21P67
ENSG00000219784 AL138729.1
ENSG00000219797 PPIAP9
ENSG00000219806 ATP5PBP6
ENSG00000219863 RPL31P28
ENSG00000219881 GAPDHP42
ENSG00000219891 ZSCAN12P1
ENSG00000219902 RPL35P3
ENSG00000219926 AL445238.1
ENSG00000219928 AL161787.1
ENSG00000219930 GAPDHP67
ENSG00000219932 RPL12P8
ENSG00000219941 KRT18P50
ENSG00000219951 AL391416.1
ENSG00000219986 BTF3P7
ENSG00000219992 AL391422.1
ENSG00000219993 AL138878.1
ENSG00000220008 LINGO3
ENSG00000220030 AL356131.1
ENSG00000220069 RPL7P27
ENSG00000220076 AL034345.1
ENSG00000220105 AL353151.1
ENSG00000220110 AL080315.1
ENSG00000220113 MTCYBP4
ENSG00000220130 AL079342.1
ENSG00000220131 AL121835.1
ENSG00000220154 AL355796.1
ENSG00000220157 HNRNPA1P12
ENSG00000220161 LINC02076
ENSG00000220181 AL357075.1
ENSG00000220201 ZGLP1
ENSG00000220205 VAMP2
ENSG00000220237 RPS24P12
ENSG00000220240 AL157777.2
ENSG00000220248 ZNF402P
ENSG00000220256 AC093802.1
ENSG00000220267 ACTBP8
ENSG00000220291 AL139806.1
ENSG00000220305 HNRNPH1P1
ENSG00000220311 RPL35AP18
